food_id,food_name,category,ingredients,contains_allergens,allergen_score,calories,protein_g,fat_g,carbs_g,sodium_mg,sugar_g,fiber_g,serving_size_g,is_vegan,is_gluten_free,is_dairy_free,price_usd,brand,country,spice_level,shelf_life_days,image_url,packaging_type,rating
3206,Soup,Snack,"salt, water, pepper, vegetables",,0.6916621464887107,212,7.2855358863801225,25.44217550516867,30.666048379309863,551,36.511102461387686,13.405167317317035,336,0,1,1,15.91,BrandE,USA,3,119,https://source.unsplash.com/featured/?soup&sig=3206,Bottle,3.27
3207,Sushi,Chinese,"rice, soy sauce, salmon, nori",soy,0.8489523900913543,363,27.345882687265036,39.412196686320726,42.001508606565,369,15.593195816576861,19.479617394506754,83,0,1,1,19.97,BrandD,Australia,2,189,https://source.unsplash.com/featured/?sushi&sig=3207,Box,2.02
3208,Dosa,Indian,"lentils, rice, oil",,0.21110178979944905,310,38.29442802692755,22.110550846902978,1.8718505322856058,139,16.919661057213965,6.161231577256816,240,1,0,1,12.58,BrandA,USA,2,172,https://source.unsplash.com/featured/?dosa&sig=3208,Wrapper,2.67
3209,Samosa,Indian,"oil, potato, peas",,0.3093911505238506,309,35.09834335854561,26.654291078235794,30.893202769117064,453,59.192600332884474,19.793442745272547,262,1,0,0,19.52,BrandA,Canada,5,246,https://source.unsplash.com/featured/?samosa&sig=3209,Pouch,4.8
3210,Pizza,Fast Food,"olive oil, oregano, cheese, tomato sauce",dairy,0.33229975068642603,569,20.921730294186368,34.32332101572871,51.58683725639054,499,29.679598425465056,16.480152807953957,293,1,1,0,1.18,BrandD,USA,4,85,https://source.unsplash.com/featured/?pizza&sig=3210,Pouch,2.33
3211,Milkshake,Beverage,"ice cream, sugar, milk",dairy,0.3891988651096433,575,39.32468179392518,12.5929364637075,26.49307649945881,83,31.335187313119068,1.287704579066249,442,1,0,0,5.0,BrandB,Australia,0,179,https://source.unsplash.com/featured/?milkshake&sig=3211,Box,1.5
3212,Ice Cream,Dessert,"cream, milk, sugar, vanilla",dairy,0.028779843067556987,195,15.224358041532938,7.0159875357536325,89.70034785798063,492,27.841964545406242,12.740635882956477,265,1,0,0,17.54,BrandD,USA,4,91,https://source.unsplash.com/featured/?ice-cream&sig=3212,Box,4.05
3213,Tacos,Fast Food,"tortilla, cheese, beef",dairy,0.43347770326444135,246,15.017039316258561,13.117320057201571,47.6697923764074,297,19.29876676896881,5.44710872818116,338,0,1,0,8.39,BrandE,UK,3,208,https://source.unsplash.com/featured/?tacos&sig=3213,Bottle,1.62
3214,Idli,Indian,"salt, rice, lentils",,0.3236160737923268,392,27.967361433717194,23.888216058137516,3.4451479829811467,190,55.19170578380256,1.9834434175997617,56,0,0,1,5.79,BrandE,Canada,4,201,https://source.unsplash.com/featured/?idli&sig=3214,Box,4.96
3215,Bread,Bakery,"wheat flour, salt, water",gluten,0.3616721669929157,723,8.83034181328465,49.58244942055911,83.48955501628409,88,5.713922740761483,12.338131691586797,359,0,1,1,15.31,BrandA,India,0,253,https://source.unsplash.com/featured/?bread&sig=3215,Wrapper,3.19
3216,Bread,Bakery,"wheat flour, yeast, water",gluten,0.6972025249782776,102,2.6248174848031933,45.75811127706358,83.70447906684566,252,14.290391711902013,13.307824373816592,483,1,1,1,6.69,BrandB,UK,3,218,https://source.unsplash.com/featured/?bread&sig=3216,Pouch,3.96
3217,Pizza,Fast Food,"oregano, olive oil, cheese, tomato sauce",dairy,0.30702073944225605,506,19.807562687820887,4.5756054975553955,25.459881461322595,462,13.74018095235747,13.6846934601137,235,0,0,0,14.62,BrandC,Canada,1,94,https://source.unsplash.com/featured/?pizza&sig=3217,Wrapper,1.9
3218,Cake,Bakery,"butter, egg, wheat flour","gluten,egg",0.6353176638746618,64,30.34706903556036,34.694522721335076,94.16898434861777,517,37.562360293714974,11.837697330092904,375,0,1,0,9.18,BrandC,USA,4,94,https://source.unsplash.com/featured/?cake&sig=3218,Pouch,1.17
3219,Tacos,Fast Food,"cheese, tortilla, lettuce, beef",dairy,0.6623906742053931,691,6.84004079574108,38.84667865126868,61.76467531265801,238,27.290335931754818,6.604344163438974,317,0,0,1,13.21,BrandD,Australia,5,46,https://source.unsplash.com/featured/?tacos&sig=3219,Box,1.56
3220,Bread,Bakery,"yeast, water, wheat flour, salt",gluten,0.01791644009413329,267,2.9409113002790344,32.55507990239416,29.772622476022068,592,18.793845324414036,6.319174782758679,480,1,0,0,10.57,BrandD,UK,0,145,https://source.unsplash.com/featured/?bread&sig=3220,Bottle,3.99
3221,Idli,Indian,"rice, salt, lentils",,0.5501300335580644,62,36.42552293237537,13.31548843746018,52.828326596982336,738,23.941146447394726,4.811193924074022,380,1,1,0,14.01,BrandB,USA,1,234,https://source.unsplash.com/featured/?idli&sig=3221,Wrapper,4.49
3222,Soup,Snack,"vegetables, water, salt",,0.31542640813757206,467,27.509492542148173,10.685062410770321,97.97500455865342,612,15.792338415659582,7.5919007142822625,477,0,1,0,9.35,BrandA,Australia,3,97,https://source.unsplash.com/featured/?soup&sig=3222,Bottle,1.35
3223,Bread,Bakery,"wheat flour, water, salt, yeast",gluten,0.02971827065112964,129,10.519172891329584,8.15260537639178,89.38655260251798,304,40.53482751910428,5.364049203441697,171,0,0,0,2.11,BrandD,UK,4,183,https://source.unsplash.com/featured/?bread&sig=3223,Wrapper,1.72
3224,Pizza,Fast Food,"wheat flour, olive oil, tomato sauce",gluten,0.183395923005787,369,17.51051064636885,29.2345186075644,58.63314152396234,240,38.26084341702068,8.613227484904725,409,0,1,0,5.32,BrandE,India,0,189,https://source.unsplash.com/featured/?pizza&sig=3224,Pouch,3.62
3225,Sushi,Chinese,"soy sauce, nori, rice, salmon",soy,0.23512306020271023,745,12.235664604998348,15.24160468984882,91.09067505835154,287,4.098601674150498,17.211392104656237,91,1,1,1,8.29,BrandA,Canada,5,133,https://source.unsplash.com/featured/?sushi&sig=3225,Bottle,1.8
3226,Curry,Indian,"oil, onion, spices",,0.35770789070603504,374,37.36403483491548,12.897677074658029,90.27475909510031,224,53.12745962451232,9.145101957565902,474,1,1,0,17.0,BrandE,India,1,97,https://source.unsplash.com/featured/?curry&sig=3226,Box,4.45
3227,Samosa,Indian,"peas, oil, potato, wheat flour, spices",gluten,0.7865487044059275,95,31.914991757101355,5.321027701949473,95.3139565273954,781,17.890338485172027,16.456588001836764,386,0,0,0,15.65,BrandA,India,0,213,https://source.unsplash.com/featured/?samosa&sig=3227,Bottle,4.73
3228,Sushi,Chinese,"salmon, soy sauce, nori, rice",soy,0.5960050111616491,273,10.519342114018889,23.173252183421432,91.82945758030546,751,37.8790658361693,8.755501848792404,464,1,1,0,10.63,BrandE,Canada,4,184,https://source.unsplash.com/featured/?sushi&sig=3228,Bottle,3.62
3229,Paratha,Indian,"butter, wheat flour, salt",gluten,0.9634609553914267,603,10.21327928837913,5.636558174642742,23.037365633230145,709,4.127028227267003,7.422896596218371,449,0,1,1,11.17,BrandD,UK,2,287,https://source.unsplash.com/featured/?paratha&sig=3229,Wrapper,2.7
3230,Paratha,Indian,"wheat flour, salt, butter",gluten,0.34305508244970095,411,14.742442132366072,27.141736943941957,82.88082065608207,40,19.602759055543967,3.059602277101574,318,0,1,1,2.03,BrandC,UK,1,194,https://source.unsplash.com/featured/?paratha&sig=3230,Wrapper,3.81
3231,Chocolate,Dessert,"butter, milk, sugar, cocoa",dairy,0.06385658253173421,669,6.96904294989111,13.455881529454055,93.40549970920765,614,12.596837509579032,19.36747660736055,415,1,0,1,7.65,BrandE,Canada,1,127,https://source.unsplash.com/featured/?chocolate&sig=3231,Bottle,4.96
3232,Burger,Fast Food,"cheese, beef patty, tomato, lettuce",dairy,0.6761822754324167,527,2.842330697049735,47.0499686600032,43.24217686080269,180,46.08510973247815,15.369324712092157,338,1,1,1,17.78,BrandC,Australia,0,213,https://source.unsplash.com/featured/?burger&sig=3232,Bottle,3.97
3233,Curry,Indian,"onion, spices, tomato",,0.2047114713615521,693,14.960151330092081,48.066749644823496,73.16318719714774,620,46.5775975890528,4.4794228957800115,129,1,0,0,3.62,BrandA,USA,4,223,https://source.unsplash.com/featured/?curry&sig=3233,Pouch,3.68
3234,Idli,Indian,"salt, rice, lentils",,0.6264973645422842,113,9.883355238910728,17.024046559891076,64.01684804740734,641,43.73239974881336,0.4841555496673333,200,1,0,1,7.21,BrandB,UK,3,182,https://source.unsplash.com/featured/?idli&sig=3234,Box,1.29
3235,Samosa,Indian,"peas, potato, wheat flour, oil, spices",gluten,0.7863674227759706,116,14.75940919439176,36.453063234089015,1.0092514401820762,684,22.6379392436062,12.285537441512451,102,1,1,1,19.11,BrandB,India,3,45,https://source.unsplash.com/featured/?samosa&sig=3235,Pouch,4.81
3236,Sushi,Chinese,"salmon, nori, rice",,0.8081763276574675,509,31.0480478267887,43.82621548615119,44.58118282599619,668,20.6914993420004,2.308958075975829,418,1,0,1,17.97,BrandC,USA,1,173,https://source.unsplash.com/featured/?sushi&sig=3236,Bottle,2.0
3237,Milkshake,Beverage,"milk, ice cream, sugar",dairy,0.5391242104758419,782,2.730836718955261,6.79445127281967,59.023443395889785,90,16.60818160188803,16.699921600037346,74,0,1,1,11.43,BrandB,Canada,3,191,https://source.unsplash.com/featured/?milkshake&sig=3237,Pouch,1.91
3238,Soup,Snack,"pepper, salt, water, vegetables",,0.8793732948875498,304,17.835928948297145,9.082419801427948,19.097308457081255,448,51.20654184404349,15.25495590978477,231,0,0,0,13.34,BrandC,Canada,0,74,https://source.unsplash.com/featured/?soup&sig=3238,Pouch,3.31
3239,Pasta,Italian,"tomato, olive oil, pasta",,0.9905683176263207,328,15.048093777126844,8.056143534146937,95.31468100304974,397,26.277789662060236,4.539036836797889,391,0,1,1,7.44,BrandB,UK,3,109,https://source.unsplash.com/featured/?pasta&sig=3239,Wrapper,2.83
3240,Cake,Bakery,"egg, wheat flour, sugar, butter","gluten,egg",0.2592717969106224,530,23.520487196736745,40.58026324201813,34.06460799778717,168,48.84925473989559,13.370336802289419,409,1,1,1,19.64,BrandE,Canada,3,295,https://source.unsplash.com/featured/?cake&sig=3240,Wrapper,3.44
3241,Curry,Indian,"tomato, onion, spices, oil",,0.18381566231351687,318,18.587300903968984,25.61905234383335,91.62514608417963,103,59.591916118150905,12.429028116983709,300,1,1,0,13.65,BrandB,UK,3,84,https://source.unsplash.com/featured/?curry&sig=3241,Wrapper,1.95
3242,Bread,Bakery,"yeast, wheat flour, water, salt",gluten,0.25124497753488184,387,7.291402816511616,25.87684995049889,70.94173284739443,420,18.876490316929242,4.871687897432862,351,1,1,1,11.88,BrandB,Canada,0,228,https://source.unsplash.com/featured/?bread&sig=3242,Wrapper,1.58
3243,Salad,Snack,"tomato, lettuce, olive oil",,0.8966556603610976,302,13.52269202591689,13.726715841660173,58.59231501308342,447,36.69753579268861,15.650384218347765,298,1,1,1,12.79,BrandB,India,4,252,https://source.unsplash.com/featured/?salad&sig=3243,Box,4.6
3244,Cake,Bakery,"wheat flour, egg, butter, sugar","egg,gluten",0.4003146510903909,205,38.95291318406355,48.68744792834368,51.78158701205076,34,12.459252857418397,2.288350841247606,158,1,1,1,18.51,BrandE,India,4,112,https://source.unsplash.com/featured/?cake&sig=3244,Wrapper,3.47
3245,Samosa,Indian,"spices, wheat flour, oil, potato",gluten,0.9827558923160523,727,34.36572807323248,39.34078275781191,7.172730025879918,257,57.18259592874735,0.3561675946073173,413,1,0,0,11.54,BrandD,Australia,2,103,https://source.unsplash.com/featured/?samosa&sig=3245,Bottle,2.07
3246,Dosa,Indian,"oil, lentils, rice",,0.22493318684885721,151,1.0111564257409813,25.400779116890934,68.01333842117714,685,9.240182453950649,14.020674280299652,497,0,0,0,16.48,BrandC,USA,5,86,https://source.unsplash.com/featured/?dosa&sig=3246,Wrapper,1.53
3247,Pizza,Fast Food,"cheese, tomato sauce, oregano",dairy,0.7123733397611268,790,7.83612856164747,21.224784959533157,88.59507989152915,228,54.22143477947922,2.7544922996000776,95,0,0,0,12.0,BrandE,UK,3,42,https://source.unsplash.com/featured/?pizza&sig=3247,Bottle,2.91
3248,Sushi,Chinese,"salmon, soy sauce, nori, rice",soy,0.6499038452983844,182,5.077579291220866,19.477336724355485,5.360287614922274,509,30.37238040358844,16.44379130857608,218,0,1,1,16.69,BrandB,India,4,241,https://source.unsplash.com/featured/?sushi&sig=3248,Pouch,1.25
3249,Sushi,Chinese,"salmon, soy sauce, rice",soy,0.8633168741107268,634,30.316792847735567,9.608850377104465,21.673454810927716,349,38.16125630639333,8.534501292163657,66,1,0,0,6.3,BrandD,UK,0,172,https://source.unsplash.com/featured/?sushi&sig=3249,Bottle,4.82
3250,Dosa,Indian,"rice, oil, lentils",,0.45976925228605003,626,3.4297081618360794,19.604552695808767,75.93272529989984,477,54.87892148593751,14.148183276145103,72,1,0,1,2.89,BrandC,India,3,286,https://source.unsplash.com/featured/?dosa&sig=3250,Wrapper,3.34
3251,Soup,Snack,"water, pepper, salt, vegetables",,0.5105770982258399,722,14.371165355926694,38.237720215506066,43.09502523619386,485,41.265839922133075,5.282916084900444,156,0,1,0,10.3,BrandD,Australia,2,102,https://source.unsplash.com/featured/?soup&sig=3251,Pouch,3.13
3252,Tacos,Fast Food,"cheese, lettuce, beef",dairy,0.047219323073768305,203,18.44350871010983,43.36203213291711,84.18684896217509,703,44.14904070404375,12.906609953959107,204,1,1,1,11.55,BrandD,Australia,4,144,https://source.unsplash.com/featured/?tacos&sig=3252,Box,3.6
3253,Salad,Snack,"olive oil, lettuce, tomato",,0.20499134818475073,215,17.63808842044639,21.055422362735353,74.24183961205839,259,46.05243272134409,5.05560354436728,238,0,1,0,10.42,BrandE,Australia,0,222,https://source.unsplash.com/featured/?salad&sig=3253,Box,4.56
3254,Milkshake,Beverage,"ice cream, sugar, milk",dairy,0.2880956378784846,247,36.15380773083058,11.50981162523555,39.91307863023076,375,4.22179378045223,6.384974799611818,432,0,0,1,7.95,BrandD,USA,3,249,https://source.unsplash.com/featured/?milkshake&sig=3254,Wrapper,1.71
3255,Pizza,Fast Food,"wheat flour, cheese, tomato sauce","dairy,gluten",0.006511369351693164,579,37.12208401147659,6.198978523071444,23.86082458816091,661,19.60828593700304,7.107370999736718,358,1,1,0,13.74,BrandA,UK,0,273,https://source.unsplash.com/featured/?pizza&sig=3255,Box,4.17
3256,Bread,Bakery,"yeast, wheat flour, water, salt",gluten,0.5090685241082001,324,25.45370098809817,28.491460464125876,24.652457746852082,547,49.96928397884423,1.9645470388479747,264,1,0,1,10.29,BrandB,USA,5,72,https://source.unsplash.com/featured/?bread&sig=3256,Wrapper,4.64
3257,Dosa,Indian,"lentils, oil, rice",,0.5272239426855412,264,39.66332951680546,22.93998605301455,62.107855401815726,175,49.857726648825306,2.9316759131928993,187,0,1,1,3.93,BrandE,Canada,0,115,https://source.unsplash.com/featured/?dosa&sig=3257,Pouch,4.78
3258,Ice Cream,Dessert,"vanilla, milk, sugar, cream",dairy,0.45513424771485067,271,14.822318400025596,33.99003167205863,21.98597554791765,566,17.438635002299655,5.937125975665336,448,1,1,0,17.53,BrandC,Canada,1,208,https://source.unsplash.com/featured/?ice-cream&sig=3258,Box,4.35
3259,Soup,Snack,"salt, vegetables, pepper, water",,0.41991294983194016,541,30.69235266016397,4.008452386416186,57.38150113769051,546,51.82322086715699,7.40162138266109,379,1,0,0,15.19,BrandE,UK,5,266,https://source.unsplash.com/featured/?soup&sig=3259,Bottle,2.16
3260,Soup,Snack,"vegetables, pepper, salt, water",,0.5074243214156102,722,10.686666372975159,6.729007858551744,51.14726236225052,150,33.71659678730873,10.821629423440724,220,1,0,0,10.76,BrandD,India,3,286,https://source.unsplash.com/featured/?soup&sig=3260,Box,2.79
3261,Milkshake,Beverage,"sugar, milk, ice cream",dairy,0.5759975487338712,521,31.67720059863323,41.74881983945578,68.72739847998731,67,53.2842735031744,14.88624414685379,490,1,0,0,8.45,BrandE,India,2,298,https://source.unsplash.com/featured/?milkshake&sig=3261,Pouch,1.88
3262,Paratha,Indian,"wheat flour, butter, salt",gluten,0.07985812111207669,148,25.951106103101658,16.514461115918863,36.05650974998678,538,46.05597516937447,2.1705055448747013,148,0,0,0,13.23,BrandB,Australia,3,204,https://source.unsplash.com/featured/?paratha&sig=3262,Bottle,2.8
3263,Soup,Snack,"water, vegetables, salt",,0.00801903568095097,764,1.7523252348438703,7.230184734540396,63.88377917883819,139,9.521564338983142,1.8494102973586868,225,1,1,0,19.92,BrandB,Canada,5,282,https://source.unsplash.com/featured/?soup&sig=3263,Bottle,1.5
3264,Curry,Indian,"onion, spices, oil, tomato",,0.08974913413638463,76,26.623528146703144,26.4974804640984,80.39920121383015,666,30.905642159096583,13.045023284045143,57,1,1,1,12.23,BrandA,UK,3,235,https://source.unsplash.com/featured/?curry&sig=3264,Wrapper,3.91
3265,Biryani,Indian,"onion, yogurt, spices, rice",,0.6261559072735817,310,14.603225646716666,40.91875845041516,94.36305225591475,23,23.898143070785185,5.721055834971722,327,0,1,0,19.68,BrandD,Canada,5,98,https://source.unsplash.com/featured/?biryani&sig=3265,Pouch,3.85
3266,Cake,Bakery,"butter, sugar, egg",egg,0.27019859150288217,589,18.841727518468034,10.212967923631586,97.76324558732067,659,1.5216933804884247,12.268574874977832,355,0,0,0,19.71,BrandD,Australia,0,289,https://source.unsplash.com/featured/?cake&sig=3266,Box,1.62
3267,Sushi,Chinese,"salmon, soy sauce, nori",soy,0.18431872913396363,394,39.93639916586374,15.83595638585571,91.77249877795346,170,53.04546081788207,11.577369943871904,457,0,1,0,13.94,BrandA,USA,1,64,https://source.unsplash.com/featured/?sushi&sig=3267,Bottle,3.31
3268,Pasta,Italian,"olive oil, pasta, cheese, garlic",dairy,0.9839456123980727,231,31.549744111792812,23.321526750780947,41.27612416130913,333,17.697357923850948,9.467354153963374,414,0,1,0,1.85,BrandD,India,0,162,https://source.unsplash.com/featured/?pasta&sig=3268,Wrapper,1.22
3269,Pizza,Fast Food,"wheat flour, oregano, cheese, tomato sauce, olive oil","dairy,gluten",0.9805418531693963,59,10.413504089849845,22.286347595546243,83.39398911154916,191,12.858509461666463,17.474254153249223,457,0,1,0,12.13,BrandB,Australia,2,132,https://source.unsplash.com/featured/?pizza&sig=3269,Pouch,2.79
3270,Burger,Fast Food,"tomato, lettuce, beef patty",,0.15305609246736485,646,12.113688141234242,2.772339803950793,27.276695964995938,439,9.909695060505166,3.171474383517261,492,1,1,1,8.39,BrandE,UK,3,147,https://source.unsplash.com/featured/?burger&sig=3270,Wrapper,3.6
3271,Chocolate,Dessert,"butter, cocoa, milk",dairy,0.99711463938836,76,5.942799663032185,49.45218059552547,93.02181946872292,105,6.579606893172785,4.68373267681031,416,0,1,1,1.44,BrandC,India,5,94,https://source.unsplash.com/featured/?chocolate&sig=3271,Wrapper,2.88
3272,Paratha,Indian,"wheat flour, salt, butter",gluten,0.35284627764203935,98,12.43248031718222,4.036026984953087,35.14610315460909,100,50.19195253308602,6.17215747698455,105,1,0,0,17.25,BrandE,Australia,5,183,https://source.unsplash.com/featured/?paratha&sig=3272,Pouch,4.45
3273,Sushi,Chinese,"rice, soy sauce, salmon",soy,0.8074376122939272,229,14.35370868741405,38.3579609888667,63.09476594413473,135,46.7247680895389,9.245818124828753,407,0,0,1,17.51,BrandA,USA,2,151,https://source.unsplash.com/featured/?sushi&sig=3273,Wrapper,2.03
3274,Noodles,Chinese,"soy sauce, vegetables, oil, noodles",soy,0.8319306281863106,597,18.830781927978492,4.4724025142458945,31.841045843510862,309,55.219550375326804,6.6880971797000495,205,1,1,0,15.48,BrandB,Canada,4,92,https://source.unsplash.com/featured/?noodles&sig=3274,Pouch,2.08
3275,Sandwich,Fast Food,"tomato, lettuce, mayonnaise, bread",,0.3078518526371491,153,2.664756966284901,37.27592372823697,23.79660587525401,270,4.841472439281809,18.540431170223798,406,0,0,1,3.52,BrandC,Canada,2,271,https://source.unsplash.com/featured/?sandwich&sig=3275,Pouch,1.44
3276,Milkshake,Beverage,"ice cream, sugar, milk",dairy,0.5849063928398286,769,39.9804951148377,44.317963479803396,6.424800090604959,309,56.59427321319059,6.5899193513502325,97,1,0,0,17.09,BrandD,Australia,5,203,https://source.unsplash.com/featured/?milkshake&sig=3276,Box,4.43
3277,Curry,Indian,"spices, onion, tomato, oil",,0.0539990748887782,626,19.96490812012389,3.8162535095178884,28.681915350109616,203,5.7982101696321315,1.9352940091434379,103,0,0,1,18.49,BrandE,UK,2,168,https://source.unsplash.com/featured/?curry&sig=3277,Box,2.72
3278,Milkshake,Beverage,"milk, sugar, ice cream",dairy,0.3782867016222201,695,7.204347449385988,13.518652454935363,95.48971030494151,750,9.46073017360395,15.868235783619761,321,0,0,1,9.63,BrandD,UK,0,68,https://source.unsplash.com/featured/?milkshake&sig=3278,Wrapper,4.0
3279,Burger,Fast Food,"cheese, bun, lettuce, beef patty, tomato",dairy,0.6796457478925947,112,11.46676180745606,42.72942444023339,91.78301439547853,202,58.33487628667933,19.193152305538092,390,0,1,0,3.66,BrandB,UK,1,65,https://source.unsplash.com/featured/?burger&sig=3279,Box,2.31
3280,Paratha,Indian,"wheat flour, salt, butter",gluten,0.5300840887360212,497,8.66483574479783,7.6101070840614815,43.44774326946016,240,20.41134483854804,8.143621735455365,315,0,0,0,19.93,BrandD,Canada,2,128,https://source.unsplash.com/featured/?paratha&sig=3280,Bottle,2.86
3281,Pizza,Fast Food,"wheat flour, tomato sauce, cheese, olive oil, oregano","dairy,gluten",0.7698173825551179,559,17.881736371052597,30.251755738124526,56.15994026656909,750,38.514253721253915,4.4544121381850825,90,0,0,1,11.03,BrandB,USA,1,106,https://source.unsplash.com/featured/?pizza&sig=3281,Pouch,4.66
3282,Idli,Indian,"salt, lentils, rice",,0.2720313200327532,556,38.22291200398406,8.056641257755029,73.97758880117563,421,6.308401437672995,6.2237801341577885,64,1,1,0,5.79,BrandB,Australia,4,54,https://source.unsplash.com/featured/?idli&sig=3282,Bottle,3.67
3283,Paratha,Indian,"wheat flour, salt, butter",gluten,0.23639115527221322,361,3.8857114413875875,19.151771881070093,19.04820566386843,603,18.121112488045156,7.991085088110681,278,0,0,1,3.96,BrandE,Canada,5,102,https://source.unsplash.com/featured/?paratha&sig=3283,Box,4.51
3284,Pizza,Fast Food,"olive oil, cheese, wheat flour, tomato sauce, oregano","dairy,gluten",0.13867740474752277,371,35.97886637746843,6.073221798611352,87.16782922899365,711,45.48858094141424,1.8648269712355892,464,0,1,1,13.32,BrandA,UK,2,185,https://source.unsplash.com/featured/?pizza&sig=3284,Pouch,4.63
3285,Biryani,Indian,"chicken, onion, rice, yogurt, spices",,0.8587676206485592,321,25.51105644265928,47.670944433805964,94.71918629838099,422,16.470615539672323,3.666076302009409,490,1,1,0,14.38,BrandA,USA,5,165,https://source.unsplash.com/featured/?biryani&sig=3285,Box,1.64
3286,Curry,Indian,"onion, tomato, spices",,0.26876782663481824,704,32.60407703595514,7.093054110147813,19.933100909655796,577,17.396555346954607,13.968110044313804,285,0,1,1,9.25,BrandE,Canada,0,112,https://source.unsplash.com/featured/?curry&sig=3286,Wrapper,2.1
3287,Soup,Snack,"vegetables, pepper, salt, water",,0.6896129596411008,664,25.758773864293143,24.406612077372948,46.789740527106844,273,48.42917414086783,6.298316267522576,335,0,0,0,17.11,BrandE,UK,5,40,https://source.unsplash.com/featured/?soup&sig=3287,Box,2.39
3288,Pizza,Fast Food,"cheese, wheat flour, tomato sauce","dairy,gluten",0.7242275759197883,457,38.378152635378946,4.457332545580569,37.83152464081878,417,39.37689804884319,16.588328485963856,361,0,1,1,7.07,BrandB,UK,4,34,https://source.unsplash.com/featured/?pizza&sig=3288,Pouch,4.47
3289,Burger,Fast Food,"tomato, cheese, beef patty",dairy,0.09419368228758385,391,34.7521303830059,1.3100324483729353,47.98404229107746,171,28.143542031263465,6.280887299610001,265,1,0,0,7.41,BrandA,UK,3,286,https://source.unsplash.com/featured/?burger&sig=3289,Box,4.71
3290,Milkshake,Beverage,"sugar, ice cream, milk",dairy,0.5354890452916957,263,9.441951734241071,40.541347244008065,18.3730473030919,354,5.35579882554738,13.794754567402867,172,0,1,1,17.23,BrandE,UK,4,174,https://source.unsplash.com/featured/?milkshake&sig=3290,Pouch,2.59
3291,Paratha,Indian,"wheat flour, salt, butter",gluten,0.3594024928554206,593,31.67737536681252,38.425055565062046,95.26848050786565,183,11.220088154416011,8.353537058789161,394,1,0,0,2.52,BrandC,UK,2,184,https://source.unsplash.com/featured/?paratha&sig=3291,Wrapper,4.38
3292,Salad,Snack,"lettuce, olive oil, cucumber, tomato",,0.8816487923694311,184,9.561924775950253,45.712739309612,70.70939345131693,683,13.492429582613015,11.172915049808418,308,1,1,0,9.64,BrandA,USA,4,66,https://source.unsplash.com/featured/?salad&sig=3292,Wrapper,1.09
3293,Bread,Bakery,"salt, water, wheat flour, yeast",gluten,0.6920607647009606,744,31.25535921009319,18.24800715553302,45.8779964363079,76,10.123680429206283,8.07274367282249,360,0,0,0,15.2,BrandD,India,0,163,https://source.unsplash.com/featured/?bread&sig=3293,Box,3.37
3294,Milkshake,Beverage,"ice cream, milk, sugar",dairy,0.8259805069851504,167,34.85306836349718,41.02131031842626,17.482129847689947,748,28.66144151620844,18.88251468237977,134,1,0,1,2.35,BrandC,UK,4,214,https://source.unsplash.com/featured/?milkshake&sig=3294,Wrapper,1.03
3295,Noodles,Chinese,"noodles, soy sauce, vegetables",soy,0.4155926657428758,660,25.677471408978487,25.08872406331442,95.03550779489342,318,24.833379732583182,17.380530211989186,194,1,1,0,1.0,BrandA,USA,5,117,https://source.unsplash.com/featured/?noodles&sig=3295,Pouch,1.78
3296,Milkshake,Beverage,"ice cream, sugar, milk",dairy,0.7699290803307954,676,38.34104621837254,19.013240982917882,56.17427861372839,134,58.75584530558731,14.067587378060427,149,1,1,0,19.9,BrandD,Australia,5,67,https://source.unsplash.com/featured/?milkshake&sig=3296,Wrapper,4.41
3297,Ice Cream,Dessert,"milk, sugar, vanilla",dairy,0.7622707448221681,297,13.271443906907747,45.59447812378101,43.504136202983204,203,26.763105247730902,0.6925335362503549,369,1,0,0,6.09,BrandD,Australia,5,76,https://source.unsplash.com/featured/?ice-cream&sig=3297,Bottle,2.18
3298,Salad,Snack,"tomato, olive oil, cucumber, lettuce",,0.8979501697459619,628,12.583154299541922,31.65361916786299,63.45658360200573,739,39.82338006550744,4.658365464561431,386,1,0,0,19.52,BrandD,Australia,5,253,https://source.unsplash.com/featured/?salad&sig=3298,Box,1.01
3299,Tacos,Fast Food,"cheese, beef, tortilla, lettuce",dairy,0.15449932065713057,255,4.668007946197627,48.71341778158921,62.72904506626671,31,6.209168623773527,15.201368373000095,322,1,0,1,10.64,BrandD,UK,2,85,https://source.unsplash.com/featured/?tacos&sig=3299,Bottle,3.14
3300,Salad,Snack,"lettuce, olive oil, tomato",,0.4966636091350872,84,30.195567687744088,36.49042346540848,74.4529886262249,677,5.934411440513038,11.04592749154227,371,0,1,1,19.34,BrandD,Canada,4,30,https://source.unsplash.com/featured/?salad&sig=3300,Wrapper,4.99
3301,Milkshake,Beverage,"sugar, ice cream, milk",dairy,0.8021300781412632,257,29.204562240501723,19.765632629591654,64.97821105071617,524,27.07006689356956,17.470568909849405,432,0,1,1,6.13,BrandD,Canada,5,83,https://source.unsplash.com/featured/?milkshake&sig=3301,Box,3.7
3302,Biryani,Indian,"yogurt, rice, onion, chicken, spices",,0.7789597773227656,565,9.530491896896365,30.505917329199963,2.09377033606782,19,41.6716088398279,4.140193369905809,457,1,0,1,11.63,BrandA,India,3,33,https://source.unsplash.com/featured/?biryani&sig=3302,Bottle,3.16
